codice_univoco,data_ora_inizio_proiezione,data_ora_fine_proiezione,titolo_film,genere,regista,anno,durata_minuti,eta_minima,prezzo_biglietto,posti_prenotati
6ce89e61-75cb-49a9-a4a0-205901eabe82,2026-03-01 12:30:00,2026-03-01 15:54:00,Sholay,AZIONE,Ramesh Sippy,1975,204,0,8.0,0
d17453c6-7c8f-4a41-96aa-2b40f05efba1,2026-03-01 10:00:00,2026-03-01 11:44:00,Au revoir les enfants,DRAMMATICO,Louis Malle,1987,104,0,7.0,0
640b61ea-e43d-4136-9d5d-77f672b26d0a,2026-02-28 19:00:00,2026-02-28 20:34:00,Badlands,AZIONE,Terrence Malick,1973,94,6,9.5,0
b3f03da1-a1a8-4aab-ad24-2c148fa50dbe,2026-02-28 16:30:00,2026-02-28 18:15:00,Edward Scissorhands,DRAMMATICO,Tim Burton,1990,105,0,6.5,0
d788ee21-a85a-4e7f-a70a-befd2b538c1f,2026-02-28 13:30:00,2026-02-28 15:43:00,The Blues Brothers,AZIONE,John Landis,1980,133,0,7.0,0
c244c0bf-8241-48df-9a71-8aeaae2aff7d,2026-02-28 10:30:00,2026-02-28 12:27:00,Road to Perdition,CRIMINE,Sam Mendes,2002,117,12,6.5,0
28cb5cd1-6be7-450d-b05c-917dd2749374,2026-02-27 10:30:00,2026-02-27 12:43:00,The Blues Brothers,AZIONE,John Landis,1980,133,0,7.5,0
29d599c8-3f7b-4670-8392-a6e013b01f8b,2026-02-26 12:30:00,2026-02-26 15:54:00,Sholay,AZIONE,Ramesh Sippy,1975,204,0,8.0,0
3ff101d5-5a6e-4519-8a59-4f99283d2997,2026-02-26 10:30:00,2026-02-26 11:37:00,The General,AZIONE,Clyde Bruckman,1926,67,12,6.5,0
80649040-6fc9-4547-b7ce-e2b700558d6b,2026-02-25 10:30:00,2026-02-25 13:12:00,Stalker,DRAMMATICO,Andrei Tarkovsky,1979,162,0,7.5,0
1d0f6653-05f5-4d01-9a1f-9bef531cf355,2026-02-24 13:30:00,2026-02-24 15:30:00,Do the Right Thing,COMMEDIA,Spike Lee,1989,120,16,7.5,0
2a116e18-1ae5-4251-8281-3fc7d99d70e8,2026-02-24 10:00:00,2026-02-24 12:42:00,Stalker,DRAMMATICO,Andrei Tarkovsky,1979,162,0,8.0,0
bd58ae85-2233-4f1b-87e3-f36cdb616df6,2026-02-23 12:30:00,2026-02-23 14:01:00,Viskningar och rop,DRAMMATICO,Ingmar Bergman,1972,91,12,6.5,0
8f350554-7ed5-41ba-bc6b-3d304c864c2b,2026-02-23 10:00:00,2026-02-23 11:31:00,Viskningar och rop,DRAMMATICO,Ingmar Bergman,1972,91,12,8.0,0
0676957e-0bd6-424b-90ee-8143f79fab97,2026-02-22 17:30:00,2026-02-22 19:52:00,Forrest Gump,DRAMMATICO,Robert Zemeckis,1994,142,12,7.0,0
c087d473-d138-4687-a5f6-54fad1c37230,2026-02-22 15:30:00,2026-02-22 16:56:00,The 39 Steps,CRIMINE,Alfred Hitchcock,1935,86,12,8.5,0
4f3dcc3e-be08-475d-b521-3af07a5bc079,2026-02-22 13:00:00,2026-02-22 14:44:00,Au revoir les enfants,DRAMMATICO,Louis Malle,1987,104,0,7.0,0
11eb5a61-1459-46ea-8866-786ba8e80f5a,2026-02-22 10:00:00,2026-02-22 12:25:00,Minority Report,AZIONE,Steven Spielberg,2002,145,12,8.5,0
875b744e-17b1-43dd-955f-7df9bfd18633,2026-02-21 14:00:00,2026-02-21 15:34:00,Badlands,AZIONE,Terrence Malick,1973,94,6,7.5,0
cd89913b-9dbb-4705-9665-1884332f4517,2026-02-21 11:30:00,2026-02-21 12:55:00,High Noon,DRAMMATICO,Fred Zinnemann,1952,85,6,7.0,0
dcaf7d28-1365-46ff-bda4-3bf1d248821c,2026-02-21 10:00:00,2026-02-21 10:45:00,Sherlock Jr.,AZIONE,Buster Keaton,1924,45,12,6.5,0
b5f13ec2-8143-4b2e-b05a-310035579a63,2026-02-20 16:00:00,2026-02-20 17:12:00,La planète sauvage,ANIMAZIONE,René Laloux,1973,72,0,7.5,0
689f0c8a-7687-4525-9db8-d16f6de6b545,2026-02-20 13:30:00,2026-02-20 15:20:00,Gongdong gyeongbi guyeok JSA,AZIONE,Chan-wook Park,2000,110,12,6.5,0
a910fc44-4833-4c37-a06b-d911cc872708,2026-02-20 10:00:00,2026-02-20 12:42:00,Stalker,DRAMMATICO,Andrei Tarkovsky,1979,162,0,6.5,0
33f548de-7b11-4933-9db6-50e83cfd01b7,2026-02-19 10:30:00,2026-02-19 12:28:00,The Last Picture Show,DRAMMATICO,Peter Bogdanovich,1971,118,16,7.0,0
5ae12e4f-4a1e-4081-8d82-9079f3318c06,2026-02-18 15:00:00,2026-02-18 15:45:00,Sherlock Jr.,AZIONE,Buster Keaton,1924,45,12,8.0,0
67d0f832-5072-4965-9aa4-e3d8594f3e40,2026-02-18 12:30:00,2026-02-18 14:12:00,Dirty Harry,AZIONE,Don Siegel,1971,102,12,7.0,0
ab6b5338-914d-4629-ba6f-4582505d48c7,2026-02-18 10:00:00,2026-02-18 11:44:00,Au revoir les enfants,DRAMMATICO,Louis Malle,1987,104,0,8.0,0
def26438-3536-444b-8e9c-fa1decfa4fb2,2026-02-17 10:30:00,2026-02-17 13:12:00,Stalker,DRAMMATICO,Andrei Tarkovsky,1979,162,0,7.0,0
e39a3a57-c8da-4386-9af2-06544afbeaed,2026-02-16 10:00:00,2026-02-16 11:56:00,Barton Fink,COMMEDIA,Joel Coen,1991,116,0,8.5,0
e049b5ba-9012-4584-bba1-75832d790f29,2026-02-15 15:30:00,2026-02-15 17:43:00,The Blues Brothers,AZIONE,John Landis,1980,133,0,7.5,0
f28918ca-94b6-4417-a94e-2297e2cf8a88,2026-02-15 13:00:00,2026-02-15 14:47:00,Withnail & I,COMMEDIA,Bruce Robinson,1987,107,16,7.0,0
a62169c9-16c3-447d-a4fe-48cfb5d2d0fa,2026-02-15 10:30:00,2026-02-15 12:08:00,No Man's Land,COMMEDIA,Danis Tanovic,2001,98,16,8.0,0
b7052265-9d2c-4607-8a74-32d3d0f5ec0c,2026-02-14 14:30:00,2026-02-14 16:29:00,Citizen Kane,DRAMMATICO,Orson Welles,1941,119,12,7.5,0
3c8158c7-cf42-4764-85f1-2213ab6d30d0,2026-02-14 13:00:00,2026-02-14 13:45:00,Sherlock Jr.,AZIONE,Buster Keaton,1924,45,12,8.0,0
623e2854-3d99-4cf7-8d51-c017b6d154d7,2026-02-14 10:30:00,2026-02-14 12:01:00,Viskningar och rop,DRAMMATICO,Ingmar Bergman,1972,91,12,8.5,0
f2f28fc8-818b-4046-b08b-53509eb5eb3a,2026-02-13 14:00:00,2026-02-13 16:34:00,The Color Purple,DRAMMATICO,Steven Spielberg,1985,154,0,7.5,0
abb9ef0b-4d9b-4401-960c-0e6e3ce1b850,2026-02-13 10:00:00,2026-02-13 13:05:00,Barry Lyndon,AVVENTURA,Stanley Kubrick,1975,185,6,7.0,0
66a525be-9964-40de-a88f-cc8646202a0d,2026-02-12 10:00:00,2026-02-12 11:48:00,Back to the Future Part II,AVVENTURA,Robert Zemeckis,1989,108,0,6.5,0
8771c074-50a3-4281-b5e2-eb9a5d5890e2,2026-02-11 13:30:00,2026-02-11 15:16:00,The Usual Suspects,CRIMINE,Bryan Singer,1995,106,12,8.0,0
a74fa3cd-9116-41c2-9a24-7c1e79171659,2026-02-11 10:30:00,2026-02-11 12:26:00,Barton Fink,COMMEDIA,Joel Coen,1991,116,0,7.5,0
cee596f2-e21f-4354-80c3-38ec3f27a357,2026-02-10 16:30:00,2026-02-10 18:08:00,No Man's Land,COMMEDIA,Danis Tanovic,2001,98,16,8.0,0
dcf5f426-5bec-4577-9cb3-937d80cd0758,2026-02-10 13:00:00,2026-02-10 15:35:00,Nuovo Cinema Paradiso,DRAMMATICO,Giuseppe Tornatore,1988,155,0,8.0,0
e3997692-ddda-42ff-8c30-a357b1f8b084,2026-02-10 10:30:00,2026-02-10 12:19:00,Children of Men,AVVENTURA,Alfonso Cuarón,2006,109,12,6.5,0
f5fea3f2-7696-4a48-b9e5-e7e229c0345d,2026-02-09 12:30:00,2026-02-09 14:01:00,Viskningar och rop,DRAMMATICO,Ingmar Bergman,1972,91,12,8.0,0
230f6834-e695-4d6f-ae52-1f6ced9f250a,2026-02-09 10:00:00,2026-02-09 11:50:00,Gongdong gyeongbi guyeok JSA,AZIONE,Chan-wook Park,2000,110,12,8.5,0
639a5875-df46-4a9f-896d-fbeec292762f,2026-02-08 18:30:00,2026-02-08 20:38:00,Mississippi Burning,CRIMINE,Alan Parker,1988,128,12,9.0,0
e8e7a26c-d278-43ad-8b6a-f86bd942231d,2026-02-08 15:00:00,2026-02-08 17:40:00,Amadeus,BIOGRAFICO,Milos Forman,1984,160,16,7.0,0
45abf087-3bd0-4abb-b5ad-018d83ea24a3,2026-02-08 12:30:00,2026-02-08 14:20:00,Billy Elliot,DRAMMATICO,Stephen Daldry,2000,110,16,8.5,0
50e1cf71-1849-48f8-a8df-0500ed9fc403,2026-02-08 10:00:00,2026-02-08 11:45:00,Edward Scissorhands,DRAMMATICO,Tim Burton,1990,105,0,7.5,0
524796e6-e59e-4003-9e8a-66e144007aaf,2026-02-07 15:00:00,2026-02-07 16:57:00,Blade Runner,AZIONE,Ridley Scott,1982,117,12,7.0,0
365808cd-7d8d-4e6a-ab13-a27a308deb41,2026-02-07 12:30:00,2026-02-07 14:16:00,The Usual Suspects,CRIMINE,Bryan Singer,1995,106,12,8.5,0
eafd22ea-4944-4b3a-8b97-1879029f3dbe,2026-02-07 10:00:00,2026-02-07 11:47:00,Zerkalo,BIOGRAFICO,Andrei Tarkovsky,1975,107,0,6.5,0
bebd4534-5f13-4862-a12d-42a51475e77d,2026-02-06 13:00:00,2026-02-06 15:25:00,Minority Report,AZIONE,Steven Spielberg,2002,145,12,7.0,0
64a1d086-1b5a-4e0c-9832-fffbe3a8d048,2026-02-06 10:30:00,2026-02-06 12:00:00,Les yeux sans visage,DRAMMATICO,Georges Franju,1960,90,12,8.5,0
068dd94f-9821-412e-85e9-977401672f16,2026-02-05 10:00:00,2026-02-05 11:50:00,Billy Elliot,DRAMMATICO,Stephen Daldry,2000,110,16,6.5,0
1be28bcd-9e36-4fb9-91b2-7709cb02e1d3,2026-02-04 10:30:00,2026-02-04 12:12:00,Dirty Harry,AZIONE,Don Siegel,1971,102,12,8.0,0
dd9128ed-66e5-4ec1-b248-04a557f96986,2026-02-03 15:30:00,2026-02-03 17:20:00,Gongdong gyeongbi guyeok JSA,AZIONE,Chan-wook Park,2000,110,12,6.5,0
2479a699-1eca-439c-bdf1-3544b586d96f,2026-02-03 12:30:00,2026-02-03 14:44:00,The Remains of the Day,DRAMMATICO,James Ivory,1993,134,0,7.5,0
45763074-dbc4-4f2a-b997-b391fc613b0f,2026-02-03 10:00:00,2026-02-03 11:47:00,Withnail & I,COMMEDIA,Bruce Robinson,1987,107,16,7.5,0
98eda07d-c08b-4248-93d8-f0a6fb215cdb,2026-02-02 15:30:00,2026-02-02 17:00:00,Les yeux sans visage,DRAMMATICO,Georges Franju,1960,90,12,8.0,0
2c248e9a-277d-445c-8dc8-4447315c0040,2026-02-02 13:00:00,2026-02-02 14:49:00,Children of Men,AVVENTURA,Alfonso Cuarón,2006,109,12,6.5,0
2ea23dc6-eb10-4dd6-98f5-ba000f2cb6bb,2026-02-02 10:30:00,2026-02-02 11:56:00,The 39 Steps,CRIMINE,Alfred Hitchcock,1935,86,12,6.5,0
b9f5e1b0-c7df-4f04-8e79-3f88daa585ba,2026-02-01 16:00:00,2026-02-01 17:57:00,Blade Runner,AZIONE,Ridley Scott,1982,117,12,8.0,0
34c88ed4-878f-4917-8bc0-83d15bf0ddc6,2026-02-01 13:30:00,2026-02-01 15:00:00,Les yeux sans visage,DRAMMATICO,Georges Franju,1960,90,12,7.5,0
e44b68f5-b731-4d25-9197-04e0a6e6b51c,2026-02-01 10:00:00,2026-02-01 12:22:00,Forrest Gump,DRAMMATICO,Robert Zemeckis,1994,142,12,8.5,0
78e3291a-7066-44f1-b0c4-6d734d4fa94e,2026-01-31 15:00:00,2026-01-31 17:14:00,Brokeback Mountain,DRAMMATICO,Ang Lee,2005,134,12,8.0,0
7e98b686-3b8e-4893-9e57-0c0c652ef9cc,2026-01-31 12:30:00,2026-01-31 14:08:00,No Man's Land,COMMEDIA,Danis Tanovic,2001,98,16,8.5,0
73215588-a168-49e9-8280-13dbdf8f0174,2026-01-31 10:00:00,2026-01-31 11:48:00,Wait Until Dark,THRILLER,Terence Young,1967,108,12,7.5,0
90d50263-bf18-4f7e-bb02-70148681ff7a,2026-01-30 10:30:00,2026-01-30 12:31:00,Midnight Express,BIOGRAFICO,Alan Parker,1978,121,12,7.5,0
5eb8c2dd-9572-4219-88b9-84071283a746,2026-01-29 15:00:00,2026-01-29 16:47:00,Withnail & I,COMMEDIA,Bruce Robinson,1987,107,16,7.0,0
e3780174-81e4-4eb8-8bc1-3553a728bd9f,2026-01-29 12:30:00,2026-01-29 14:01:00,Viskningar och rop,DRAMMATICO,Ingmar Bergman,1972,91,12,7.5,0
910f2bb6-0487-4b81-ac24-d44fa8be7b91,2026-01-29 10:00:00,2026-01-29 11:42:00,Dirty Harry,AZIONE,Don Siegel,1971,102,12,7.0,0
59f1f3f4-cae3-4dde-9a08-f9958a242e98,2026-01-28 13:00:00,2026-01-28 14:46:00,The Usual Suspects,CRIMINE,Bryan Singer,1995,106,12,8.0,0
5ae67b90-0c8a-4176-8c52-6bbf6cfd2405,2026-01-28 10:30:00,2026-01-28 12:14:00,Au revoir les enfants,DRAMMATICO,Louis Malle,1987,104,0,8.5,0
49246817-66ea-4062-a825-76eaff694552,2026-01-27 13:00:00,2026-01-27 14:57:00,Blade Runner,AZIONE,Ridley Scott,1982,117,12,8.5,0
40cd44f5-69d8-4994-b255-d5005f5592a0,2026-01-27 10:30:00,2026-01-27 12:14:00,Au revoir les enfants,DRAMMATICO,Louis Malle,1987,104,0,7.5,0
8bb1afd7-985d-4774-a11e-f9746af7168f,2026-01-26 15:30:00,2026-01-26 17:10:00,To Have and Have Not,AVVENTURA,Howard Hawks,1944,100,6,6.5,0
9dae9901-9124-417a-b762-b1c4b0bb4b87,2026-01-26 12:30:00,2026-01-26 14:18:00,Wait Until Dark,THRILLER,Terence Young,1967,108,12,7.5,0
eeeb52fc-acba-4156-be94-68640e264d9d,2026-01-26 10:00:00,2026-01-26 11:38:00,No Man's Land,COMMEDIA,Danis Tanovic,2001,98,16,7.5,0
eafc43d5-9fcb-4289-84a4-dc533eb54cdd,2026-01-25 16:30:00,2026-01-25 17:56:00,The 39 Steps,CRIMINE,Alfred Hitchcock,1935,86,12,7.5,0
b2c39b90-1afa-4bfa-af0f-055a53f93783,2026-01-25 13:00:00,2026-01-25 15:22:00,Forrest Gump,DRAMMATICO,Robert Zemeckis,1994,142,12,7.0,0
138144f8-d4de-437b-a3d1-415373b15a9d,2026-01-25 10:30:00,2026-01-25 12:08:00,Fargo,CRIMINE,Joel Coen,1996,98,12,8.0,0
901d6c9b-d46e-410d-b89c-cc949874466e,2026-01-24 17:00:00,2026-01-24 19:32:00,Ray,BIOGRAFICO,Taylor Hackford,2004,152,12,7.0,0
02c85b8b-ff9b-4f25-9d27-f3b9dc90e56f,2026-01-24 13:30:00,2026-01-24 15:50:00,Taegukgi hwinalrimyeo,AZIONE,Je-kyu Kang,2004,140,16,7.5,0
d3e322d0-f869-4ae4-9cb9-1f4acc88049f,2026-01-24 10:30:00,2026-01-24 12:20:00,Gongdong gyeongbi guyeok JSA,AZIONE,Chan-wook Park,2000,110,12,8.0,0
d074e8a5-86ed-41b4-a955-1d79c963624a,2026-01-23 10:30:00,2026-01-23 12:17:00,Predator,AZIONE,John McTiernan,1987,107,12,8.5,0
ee6a8efd-9490-415b-8a01-dd7ff461d833,2026-01-22 10:30:00,2026-01-22 13:35:00,Barry Lyndon,AVVENTURA,Stanley Kubrick,1975,185,6,6.5,0
7142d1ab-86a4-4caa-a27e-ae4b1bd5d6e4,2026-01-21 10:00:00,2026-01-21 11:38:00,Fargo,CRIMINE,Joel Coen,1996,98,12,8.0,0
fa6433a3-d966-42b1-a39b-7d28d40d93e5,2026-01-20 13:30:00,2026-01-20 15:12:00,Dirty Harry,AZIONE,Don Siegel,1971,102,12,8.0,0
2835cca7-15d0-4ffd-9791-a2559bf54600,2026-01-20 10:30:00,2026-01-20 12:38:00,Mississippi Burning,CRIMINE,Alan Parker,1988,128,12,6.5,0
3fcc2007-636c-4d8f-bca2-cb36d7cc2af0,2026-01-19 16:00:00,2026-01-19 17:44:00,The Third Man,NOIR,Carol Reed,1949,104,12,7.5,0
24e4be4e-12db-4207-a294-2344cdf3ea8d,2026-01-19 13:00:00,2026-01-19 15:22:00,Forrest Gump,DRAMMATICO,Robert Zemeckis,1994,142,12,7.5,0
191b4129-c121-40ea-8f48-80bbb1a9f242,2026-01-19 10:30:00,2026-01-19 12:17:00,Withnail & I,COMMEDIA,Bruce Robinson,1987,107,16,7.0,0
d01d693d-6a4f-415f-a337-9fe896294125,2026-01-18 19:30:00,2026-01-18 21:44:00,The Remains of the Day,DRAMMATICO,James Ivory,1993,134,0,9.0,0
3c9c3488-54ca-498a-9f63-33e9ae3e5d6c,2026-01-18 16:00:00,2026-01-18 18:40:00,Amadeus,BIOGRAFICO,Milos Forman,1984,160,16,8.0,0
80125ab6-b0d9-4892-ab33-c9400076aaad,2026-01-18 13:30:00,2026-01-18 14:55:00,High Noon,DRAMMATICO,Fred Zinnemann,1952,85,6,6.5,0
f3adba29-77ff-4239-839e-be2266e88581,2026-01-18 10:30:00,2026-01-18 12:44:00,The Remains of the Day,DRAMMATICO,James Ivory,1993,134,0,8.5,0
f28104d2-a5f5-44c4-ac8d-5571ebf0fa1c,2026-01-17 20:00:00,2026-01-17 22:20:00,Taegukgi hwinalrimyeo,AZIONE,Je-kyu Kang,2004,140,16,10.0,0
03baced4-ea5d-4395-bc3b-6f63095c1dcb,2026-01-17 17:00:00,2026-01-17 19:09:00,To Kill a Mockingbird,CRIMINE,Robert Mulligan,1962,129,0,8.0,0
7c1ff09f-948f-416e-91e7-8c3e4d7c2285,2026-01-17 13:30:00,2026-01-17 16:04:00,The Last Samurai,AZIONE,Edward Zwick,2003,154,12,8.5,0
dbc4c83e-c801-4d37-83d5-70ac442e724e,2026-01-17 10:30:00,2026-01-17 12:52:00,Forrest Gump,DRAMMATICO,Robert Zemeckis,1994,142,12,8.5,0
a71d290b-b158-4040-93a2-6e7b218282bc,2026-01-16 13:00:00,2026-01-16 14:47:00,Withnail & I,COMMEDIA,Bruce Robinson,1987,107,16,8.0,0
4c29ce10-54db-4fd7-8ec0-1b6c6fcd176d,2026-01-16 10:30:00,2026-01-16 12:17:00,Zerkalo,BIOGRAFICO,Andrei Tarkovsky,1975,107,0,7.0,0
c94e9f3e-e1a9-4fbb-9067-4795b7554334,2026-01-15 16:00:00,2026-01-15 17:29:00,Office Space,COMMEDIA,Mike Judge,1999,89,16,8.5,0
90d277c7-b026-41e1-850a-857fa30b64b3,2026-01-15 13:30:00,2026-01-15 15:08:00,No Man's Land,COMMEDIA,Danis Tanovic,2001,98,16,7.5,0
ab8ca904-d654-456a-91b9-d6f76f827304,2026-01-15 10:00:00,2026-01-15 12:32:00,Ray,BIOGRAFICO,Taylor Hackford,2004,152,12,8.0,0
a40c481f-89c8-4134-b764-577ccc0db4dc,2026-01-14 10:30:00,2026-01-14 12:31:00,Midnight Express,BIOGRAFICO,Alan Parker,1978,121,12,8.5,0
be59d250-162f-4054-a8ae-5b22047732f6,2026-01-13 10:30:00,2026-01-13 12:12:00,Dirty Harry,AZIONE,Don Siegel,1971,102,12,6.5,0
8360d6b4-2d85-46cf-85b8-486f5396f38f,2026-01-12 12:30:00,2026-01-12 14:05:00,When Harry Met Sally...,COMMEDIA,Rob Reiner,1989,95,12,8.5,0
dc41bc4e-afc9-4161-8d52-aa875d40cdb4,2026-01-12 10:00:00,2026-01-12 11:47:00,Predator,AZIONE,John McTiernan,1987,107,12,8.5,0
25b3a710-2492-4a7e-98c1-9fce40283c32,2026-01-11 18:30:00,2026-01-11 20:50:00,Taegukgi hwinalrimyeo,AZIONE,Je-kyu Kang,2004,140,16,9.0,0
30d2dabc-aba4-49a6-bc5e-048057dfbf6a,2026-01-11 16:00:00,2026-01-11 17:38:00,Fargo,CRIMINE,Joel Coen,1996,98,12,8.5,0
2e282adb-b4b4-438e-8e38-f43f0d78abaa,2026-01-11 13:30:00,2026-01-11 15:12:00,Dirty Harry,AZIONE,Don Siegel,1971,102,12,8.0,0
2fedca0f-a720-4f1d-8c21-e96b1c0833bc,2026-01-11 10:00:00,2026-01-11 12:32:00,Ray,BIOGRAFICO,Taylor Hackford,2004,152,12,8.5,0
b361cc3b-d2a3-437c-8984-05f605b8ce83,2026-01-10 18:30:00,2026-01-10 20:12:00,Dirty Harry,AZIONE,Don Siegel,1971,102,12,9.5,0
da723a1a-f160-4df2-82e9-ad0aa994610a,2026-01-10 16:00:00,2026-01-10 17:25:00,High Noon,DRAMMATICO,Fred Zinnemann,1952,85,6,7.5,0
83516c17-788f-416d-8bb7-ea5cb6eec2bf,2026-01-10 12:30:00,2026-01-10 15:01:00,Papillon,BIOGRAFICO,Franklin J. Schaffner,1973,151,16,7.5,0
8c41c4c0-45a0-43ad-9678-46daf7205c9d,2026-01-10 10:00:00,2026-01-10 11:29:00,Office Space,COMMEDIA,Mike Judge,1999,89,16,7.5,0
98ebee30-5078-4027-8430-8e6e106c93c9,2026-01-09 10:00:00,2026-01-09 11:23:00,Kôkaku Kidôtai,ANIMAZIONE,Mamoru Oshii,1995,83,12,7.0,0
d073ceb9-216f-4bba-9458-e76751b0bc17,2026-01-08 16:00:00,2026-01-08 17:44:00,Harvey,COMMEDIA,Henry Koster,1950,104,12,8.5,0
58b0308e-807c-401a-a984-05b946a2af01,2026-01-08 13:30:00,2026-01-08 15:17:00,Double Indemnity,CRIMINE,Billy Wilder,1944,107,12,7.5,0
94bfdd1c-22e8-4679-84b1-1dffef2bf71b,2026-01-08 10:00:00,2026-01-08 12:20:00,Taegukgi hwinalrimyeo,AZIONE,Je-kyu Kang,2004,140,16,7.5,0
783c7359-c2fc-4b3a-839c-3157f3496326,2026-01-07 10:00:00,2026-01-07 12:20:00,Taegukgi hwinalrimyeo,AZIONE,Je-kyu Kang,2004,140,16,7.5,0
882c6e5a-420b-4697-b591-466384127b52,2026-01-06 13:30:00,2026-01-06 15:17:00,Hannah and Her Sisters,COMMEDIA,Woody Allen,1986,107,12,6.5,0
ba56b248-f2aa-4283-88a5-e9d9665c9ccc,2026-01-06 10:30:00,2026-01-06 12:17:00,Hannah and Her Sisters,COMMEDIA,Woody Allen,1986,107,12,6.5,0
07845e48-f6dc-44ef-8c8b-0dbc70aca941,2026-01-05 16:30:00,2026-01-05 19:04:00,The Last Samurai,AZIONE,Edward Zwick,2003,154,12,6.5,0
c5052d8e-37ca-4da0-81cd-48889e419ae9,2026-01-05 13:00:00,2026-01-05 15:31:00,Papillon,BIOGRAFICO,Franklin J. Schaffner,1973,151,16,7.0,0
69033a2b-4b41-4df7-8e66-d7fb63b2b681,2026-01-05 10:30:00,2026-01-05 11:59:00,Office Space,COMMEDIA,Mike Judge,1999,89,16,7.0,0
d41c9639-170c-4a8b-a358-0fde748dd80a,2026-01-04 19:00:00,2026-01-04 20:38:00,Fargo,CRIMINE,Joel Coen,1996,98,12,9.0,0
b1e8d1c5-e87e-4898-8d59-9a9432e091de,2026-01-04 16:00:00,2026-01-04 18:14:00,The Remains of the Day,DRAMMATICO,James Ivory,1993,134,0,8.0,0
ea6b3abe-dd01-45ea-b1bd-d94eda149162,2026-01-04 13:00:00,2026-01-04 15:18:00,L.A. Confidential,CRIMINE,Curtis Hanson,1997,138,12,7.5,0
c46abc3a-3628-43db-8592-9765a674e37c,2026-01-04 10:30:00,2026-01-04 12:12:00,Chung Hing sam lam,COMMEDIA,Kar-Wai Wong,1994,102,0,8.5,0
7ef5156b-2a99-4c84-a214-de8aad42bd1b,2026-01-03 19:00:00,2026-01-03 21:08:00,Mississippi Burning,CRIMINE,Alan Parker,1988,128,12,10.0,0
e1d330c8-29e9-4577-9574-f57d59ae2470,2026-01-03 16:30:00,2026-01-03 18:17:00,Predator,AZIONE,John McTiernan,1987,107,12,7.5,0
15cae3ad-c02c-4f39-a736-22d23ac7e196,2026-01-03 13:00:00,2026-01-03 15:34:00,The Last Samurai,AZIONE,Edward Zwick,2003,154,12,7.5,0
8ce56d37-8a6e-4f2e-a7f9-0dbe449dd270,2026-01-03 10:30:00,2026-01-03 12:08:00,Fargo,CRIMINE,Joel Coen,1996,98,12,7.0,0
193bc143-a332-4369-93be-89a883ae7a2d,2026-01-02 10:00:00,2026-01-02 11:44:00,The Third Man,NOIR,Carol Reed,1949,104,12,6.5,0
35967f96-c464-453e-b0f5-25ab7eea5d4a,2026-01-01 17:00:00,2026-01-01 18:25:00,Love and Death,COMMEDIA,Woody Allen,1975,85,6,8.0,0
e8b89a08-e826-4302-a60f-379eaee92ee1,2026-01-01 14:00:00,2026-01-01 16:01:00,Midnight Express,BIOGRAFICO,Alan Parker,1978,121,12,8.5,0
2f4600ff-6b30-485d-b4b1-43f485407ec0,2026-01-01 10:30:00,2026-01-01 13:01:00,The Departed,CRIMINE,Martin Scorsese,2006,151,12,8.0,0
0dad80c2-dc7f-4b5a-8fbd-58771f0419b8,2025-12-31 10:30:00,2025-12-31 12:55:00,The Wild Bunch,AZIONE,Sam Peckinpah,1969,145,12,6.5,0
a3217336-0efb-4750-8c4e-7ba4c8371ff6,2025-12-30 10:00:00,2025-12-30 11:29:00,Office Space,COMMEDIA,Mike Judge,1999,89,16,7.5,0
58464ab5-37cb-445f-b646-746565cdf9fe,2025-12-29 12:30:00,2025-12-29 15:01:00,Papillon,BIOGRAFICO,Franklin J. Schaffner,1973,151,16,8.0,0
1a7d634e-e252-4102-9d96-7015a92cef5c,2025-12-29 10:00:00,2025-12-29 11:42:00,Chung Hing sam lam,COMMEDIA,Kar-Wai Wong,1994,102,0,7.5,0
2135e498-88c5-4d7a-8857-2aa89d8d346f,2025-12-28 16:30:00,2025-12-28 17:42:00,La planète sauvage,ANIMAZIONE,René Laloux,1973,72,0,8.5,0
74cce31c-5c54-4086-bcc3-8f6f774b9859,2025-12-28 14:00:00,2025-12-28 15:50:00,Yôjinbô,AZIONE,Akira Kurosawa,1961,110,12,8.0,0
63eee342-49a6-4b65-9ef3-63a5ca5dc4b6,2025-12-28 10:30:00,2025-12-28 13:22:00,The Great Escape,AVVENTURA,John Sturges,1963,172,0,8.5,0
65f0a0f8-b6b5-4f1b-9547-ac9b834636ec,2025-12-27 15:30:00,2025-12-27 17:11:00,American Psycho,COMMEDIA,Mary Harron,2000,101,12,7.0,0
2e382dd7-ad3a-4e57-a125-0d40b4b89e85,2025-12-27 13:00:00,2025-12-27 14:35:00,When Harry Met Sally...,COMMEDIA,Rob Reiner,1989,95,12,8.5,0
89f516cf-fc0a-408c-9bd3-695c9f0226e4,2025-12-27 10:30:00,2025-12-27 11:55:00,High Noon,DRAMMATICO,Fred Zinnemann,1952,85,6,8.0,0
ea05f894-87f4-4868-a657-325f1626d192,2025-12-26 10:30:00,2025-12-26 12:13:00,My Left Foot: The Story of Christy Brown,BIOGRAFICO,Jim Sheridan,1989,103,0,8.5,0
67cb57e9-37cb-4445-9374-2f68d34ffe9e,2025-12-25 16:00:00,2025-12-25 18:18:00,L.A. Confidential,CRIMINE,Curtis Hanson,1997,138,12,7.0,0
